language,task,duration,energy
C,binary-trees,342,22716616.28
C,binary-trees,352,22839695.72
C,binary-trees,337,22721616.28
C,binary-trees,351,22853542.9
C,binary-trees,347,23212921.92
C,binary-trees,350,22706468.46
C,binary-trees,338,22778616.28
C,binary-trees,345,22816468.46
C,binary-trees,342,23016805.61
C,binary-trees,331,22752579.41
C,binary-trees,341,22732579.41
C,fannkuch-redux,4103,203559468.46
C,fannkuch-redux,4110,205800732.23
C,fannkuch-redux,4096,208360616.28
C,fannkuch-redux,4121,204395579.41
C,fannkuch-redux,4116,203775468.46
C,fannkuch-redux,4130,208859621.28
C,fannkuch-redux,4127,208676237.56
C,fannkuch-redux,4103,204179579.41
C,fannkuch-redux,4111,207847616.28
C,fannkuch-redux,4122,205639616.28
C,fannkuch-redux,4152,208057579.41
C,fasta,834,17829769.1
C,fasta,845,17801657.79
C,fasta,833,17615616.28
C,fasta,836,17646468.46
C,fasta,834,17655616.28
C,fasta,852,20573621.28
C,fasta,838,19025616.28
C,fasta,836,17537542.9
C,fasta,841,20052189.33
C,fasta,839,17567616.28
C,fasta,836,17850616.28
C,k-nucleotide,1525,65503627.64
C,k-nucleotide,1532,62768468.46
C,k-nucleotide,1551,66506621.28
C,k-nucleotide,1529,63562542.9
C,k-nucleotide,1538,63066616.28
C,k-nucleotide,1537,63010579.41
C,k-nucleotide,1570,63635621.28
C,k-nucleotide,1564,67200579.41
C,k-nucleotide,1543,66819616.28
C,k-nucleotide,1531,64431732.23
C,k-nucleotide,1529,66737616.28
C,reverse-complement,212,3937616.28
C,reverse-complement,216,3929616.28
C,reverse-complement,231,4131358.51
C,reverse-complement,216,3901504.97
C,reverse-complement,228,4009616.28
C,reverse-complement,210,3917621.28
C,reverse-complement,204,3769468.46
C,reverse-complement,213,3807468.46
C,reverse-complement,216,3979542.9
C,reverse-complement,212,3799542.9
C,reverse-complement,211,3969769.1
CSharp,binary-trees,11058,209561621.28
CSharp,binary-trees,11112,208050468.46
CSharp,binary-trees,11052,211016146.14
CSharp,binary-trees,11053,209014616.28
CSharp,binary-trees,11088,208025323.36
CSharp,binary-trees,11151,205608504.97
CSharp,binary-trees,11063,207397542.9
CSharp,binary-trees,11154,211789621.28
CSharp,binary-trees,11033,205130616.28
CSharp,binary-trees,11117,207882468.46
CSharp,binary-trees,11103,210237616.28
CSharp,fannkuch-redux,3725,323437843.54
CSharp,fannkuch-redux,3662,313233888.13
CSharp,fannkuch-redux,3673,313551468.46
CSharp,fannkuch-redux,3745,314181616.51
CSharp,fannkuch-redux,3694,314304468.46
CSharp,fannkuch-redux,3713,315690543.2
CSharp,fannkuch-redux,3800,315735468.46
CSharp,fannkuch-redux,3651,312858616.28
CSharp,fannkuch-redux,3718,314571542.9
CSharp,fannkuch-redux,3716,318553621.28
CSharp,fannkuch-redux,3731,316496579.71
CSharp,fasta,1320,72012468.46
CSharp,fasta,1241,67237657.79
CSharp,fasta,1289,70940468.46
CSharp,fasta,1271,70515542.9
CSharp,fasta,1249,70495818.68
CSharp,fasta,1248,65847616.28
CSharp,fasta,1263,69301506.33
CSharp,fasta,1245,69002775.46
CSharp,fasta,1255,69952468.46
CSharp,fasta,1281,70538616.28
CSharp,fasta,1236,67010616.28
CSharp,k-nucleotide,2377,83781542.9
CSharp,k-nucleotide,2340,83939579.41
CSharp,k-nucleotide,2390,85365971.4
CSharp,k-nucleotide,2313,82717616.28
CSharp,k-nucleotide,2336,83754468.46
CSharp,k-nucleotide,2349,84354621.28
CSharp,k-nucleotide,2420,89154769.1
CSharp,k-nucleotide,2322,83008468.46
CSharp,k-nucleotide,2368,84743504.97
CSharp,k-nucleotide,2346,87005769.1
CSharp,k-nucleotide,2383,84776621.28
CSharp,mandelbrot,937,52681921.92
CSharp,mandelbrot,917,49187616.28
CSharp,mandelbrot,921,50022695.72
CSharp,mandelbrot,915,49757621.28
CSharp,mandelbrot,918,51530468.46
CSharp,mandelbrot,913,49477616.28
CSharp,mandelbrot,919,50030616.28
CSharp,mandelbrot,911,49118542.9
CSharp,mandelbrot,931,49946664.15
CSharp,mandelbrot,923,49923468.46
CSharp,mandelbrot,936,51292616.28
CSharp,n-body,3328,45815468.46
CSharp,n-body,3338,42897322.0
CSharp,n-body,3325,42619579.41
CSharp,n-body,3327,43181769.1
CSharp,n-body,3324,42979616.28
CSharp,n-body,3324,42663468.46
CSharp,n-body,3324,42822504.97
CSharp,n-body,3327,42793579.41
CSharp,n-body,3336,42734579.41
CSharp,n-body,3328,46282695.72
CSharp,n-body,3326,43300225.47
CSharp,reverse-complement,436,7823468.46
CSharp,reverse-complement,430,8273621.39
CSharp,reverse-complement,438,7783468.46
CSharp,reverse-complement,444,7960616.28
CSharp,reverse-complement,440,7851616.28
CSharp,reverse-complement,439,7792468.46
CSharp,reverse-complement,428,7830621.28
CSharp,reverse-complement,436,8479769.1
CSharp,reverse-complement,436,8017504.97
CSharp,reverse-complement,440,7911579.41
CSharp,reverse-complement,447,8077732.23
CSharp,spectral-norm,285,13713616.28
CSharp,spectral-norm,288,13779616.28
CSharp,spectral-norm,440,26139616.28
CSharp,spectral-norm,285,13780695.72
CSharp,spectral-norm,293,13873616.28
CSharp,spectral-norm,286,13750616.28
CSharp,spectral-norm,287,13702616.28
CSharp,spectral-norm,288,13933769.1
CSharp,spectral-norm,287,13651468.46
CSharp,spectral-norm,285,13615616.28
CSharp,spectral-norm,294,13716579.41
Erlang,binary-trees,3108,198564695.72
Erlang,binary-trees,3003,218261769.1
Erlang,binary-trees,3174,201149616.28
Erlang,binary-trees,3079,205700397.14
Erlang,binary-trees,3051,199932616.28
Erlang,binary-trees,3113,198879621.28
Erlang,binary-trees,3053,200706468.46
Erlang,binary-trees,3133,203435769.1
Erlang,binary-trees,3153,202486621.28
